Season Number,Startup Name,Episode Number,Industry,Company Website,Started in,Number of Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Gross Margin in %,Net Margin,Cash Burn,SKUs,Has Patents,Bootstrapped,Part of Match off,Original Offered Equity,Received Offer,deal outcome,equity given (%),Total Deal Debt(in lakhs),Debt Interest,Number of Sharks in Deal,Deal Has Conditions,Royalty Deal,Advisory Shares Equity,original ask amount in Cr.,valuation requested in Cr.,Total deal amount in Cr.,Deal valuation in Cr.,Deal status,Yearly revenue in Cr.,Monthy sales in Cr.,Revenue Type,Male Presenters,Female Presenters,Transgender Presenters
3,Rize,32,Food,https://rizebar.in/,2023,2,0,Young,Gurgaon,Haryana,,,No,,No,funded,No,6,0,No Offer,0,0,0,0,No,No,0,0.45,7.5,0,0,no deal,0,,Yearly Only,2,0,0
3,Baccabucci,33,Beauty/Fashion,https://baccabucci.com/,2014,2,0,Young,Delhi,Delhi,55,,No,,No,yes,No,1,0,No Offer,0,0,0,0,No,No,0,2.5,250,0,0,no deal,47,,Yearly Only,2,0,0
3,Beunatural,33,Beauty/Fashion,,2015,1,0,Middle,Delhi,Delhi,,25,No,,No,yes,No,2.5,0,No Offer,0,0,0,0,No,No,0,0.6,24,0,0,no deal,4,0.28,Both,1,0,0
3,Erotissch,34,Beauty/Fashion,https://erotissch.com/,2019,2,0,Middle,Agra,Uttar Pradesh,63,1,No,,No,funded,No,3,0,No Offer,0,0,0,0,No,No,0,0.75,25,0,0,no deal,3.8,,Yearly Only,0,2,0
3,Karibocosmetics,36,Beauty/Fashion,https://karibocosmetics.com/,2019,2,0,Young,Mumbai,Maharashtra,60,50,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.8,16,0,0,no deal,0.8,,Yearly Only,0,2,0
3,Cup-Ji,38,Liquor/Beverages,https://cupji.com/,2022,2,0,Middle,Mumbai,Maharashtra,40,,Yes,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.5,10,0,0,no deal,0.62,0.035,Both,2,0,0
3,Oddgiraffe,42,Furnishing/Household,https://www.oddgiraffe.com/,2019,2,0,Middle,Mumbai,Maharashtra,80,,Yes,,No,funded,No,7.5,0,No Offer,0,0,0,0,No,No,0,0.75,10,0,0,no deal,4.1,0.27,Both,2,0,0
3,Coolant,44,Manufacturing,https://www.coolant.co/,,1,0,Middle,Noida,Uttar Pradesh,,,Yes,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,0.9,90,0,0,no deal,1.1,,Yearly Only,1,0,0
3,Luvottica,44,Furnishing/Household,https://www.luvottica.in/,2019,1,0,Middle,Abohar,Punjab,80,30,No,,No,funded,No,10,0,No Offer,0,0,0,0,No,No,0,2,20,0,0,no deal,1,,Yearly Only,1,0,0
3,Alienversions,46,Vehicles/Electrical Vehicles,https://alienversions.com/,2023,2,0,Young,"Itanagar,Dehradun","Arunachal Pradesh,Uttarakhand",,,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.5,10,0,0,no deal,0,,Yearly Only,2,0,0
3,Kikolive,47,Technology/Software,https://kiko.live/,2020,3,1,Middle,Mumbai,Maharashtra,,,No,,yes,funded,No,1,0,No Offer,0,0,0,0,No,No,0,1,100,0,0,no deal,0.25,0.03,Both,2,1,0
3,Melooha,47,Others,https://www.melooha.com/,2022,3,0,Middle,Bangalore,Karnataka,,,No,,yes,funded,No,2,0,No Offer,0,0,0,0,No,No,0,0.8,40,0,0,no deal,0,,Yearly Only,2,1,0
3,Futrstudios,47,Technology/Software,https://www.futrstudios.in/,2022,2,0,Middle,"Chandigarh,Ahmedabad","Punjab,Gujarat",,,No,,No,yes,No,2.5,0,No Offer,0,0,0,0,No,No,0,1,40,0,0,no deal,0.46,,Yearly Only,2,0,0
3,Shararat,48,Furnishing/Household,https://shararat.in/,2020,2,1,Middle,Noida,Uttar Pradesh,,,Yes,,No,funded,No,7,0,No Offer,0,0,0,0,No,No,0,0.6,8.571428571,0,0,no deal,3.3,0.27,Both,1,1,0
3,Competishun,49,Education,https://competishun.com/,2020,3,0,Middle,Jaipur,Rajasthan,,,No,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,2,200,0,0,no deal,10.25,,Yearly Only,3,0,0
3,Bombayclosetcleanse,49,Beauty/Fashion,https://bombayclosetcleanse.in/,2020,2,0,Young,Mumbai,Maharashtra,,15,No,,No,funded,No,2.5,0,No Offer,0,0,0,0,No,No,0,1,40,0,0,no deal,1.9,0.2,Both,0,2,0
3,Kioskkaffee,49,Liquor/Beverages,https://kiosk-kaffee.com/,2020,3,0,Middle,Pune,Maharashtra,,9,No,,No,funded,No,3,0,No Offer,0,0,0,0,No,No,0,0.9,30,0,0,no deal,8.4,,Yearly Only,3,0,0
3,Rentit4Me,51,Services,https://rentit4me.com/,2023,3,1,Middle,Gurugram,Haryana,36,12,No,,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,1.5,30,0,0,no deal,1.42,0.23,Both,1,2,0
3,Digitalpaani,52,Manufacturing,https://www.digitalpaani.com/,2020,2,0,Middle,Jaipur,Rajasthan,30,,Yes,,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,0.7,70,0,0,no deal,2.2,,Yearly Only,1,1,0
4,Onedios,4,Furnishing/Household,https://www.onedios.com/,2019,1,0,Middle,Noida,Uttar Pradesh,,,Yes,,No,funded,No,1.5,0,No Offer,0,0,0,0,No,No,0,0.75,50,0,0,no deal,3.57,,Yearly Only,1,0,0
4,Imagimake,7,Education,https://imagimake.com/,2014,2,1,Middle,Mumbai,Maharashtra,,,No,,yes,funded,No,0.5,1,Rejected,0,0,0,0,No,No,0,1.5,300,0,0,no deal,56,,Yearly Only,1,1,0
4,Godevil,8,Beauty/Fashion,https://godevil.in/,2022,2,0,Young,Gurugram,Haryana,60,,No,,No,funded,No,2,0,No Offer,0,0,0,0,No,No,0,0.8,40,0,0,no deal,2.75,0.51,Both,1,1,0
4,Havintha,8,Beauty/Fashion,https://havintha.in/,,1,0,Middle,Indore,Madhya Pradesh,,,No,,No,funded,No,2,1,Rejected,0,0,0,0,No,No,0,0.5,25,0,0,no deal,5,0.62,Both,1,0,0
4,Kyari,9,Furnishing/Household,https://kyari.co/,2022,2,0,Middle,Indore,Madhya Pradesh,70,,Yes,,No,funded,yes,0.8,1,Rejected,0,0,0,0,No,No,0,0.8,100,0,0,no deal,10.48,2.63,Both,2,0,0
1,Peeschute,3,Beauty/Fashion,https://www.peeschute.com/,2019,1,0,Young,Jalna,Maharashtra,,,No,2,No,funded,No,4,1,Accepted,6,0,0,1,No,No,0,0.75,18.75,0.75,12.5,deal made,1,,Yearly Only,1,0,0
1,Cosiq,4,Beauty/Fashion,https://mycosiq.com/,2021,2,1,Middle,Delhi,Delhi,75,20,No,8,No,funded,No,7.5,1,Accepted,25,0,0,2,No,No,0,0.5,6.67,0.5,2,deal made,0,0.04,Both,1,1,0
1,Hungryhead,5,Food,http://www.hungryhead.co.in/,2013,2,0,Middle,Mumbai,Maharashtra,,,No,80,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.5,10,0,0,no deal,,0.055,Monthly Only,2,0,0
1,Lakheerdeli,7,Food,https://lakheerdeli.com/,2018,3,0,Middle,Pune,Maharashtra,,,No,9,No,funded,No,7.5,1,Rejected,0,0,0,0,No,No,0,0.5,6.67,0,0,no deal,,0.06,Monthly Only,1,2,0
1,Hammerlifestyle,15,Electronics,https://hammeronline.in/,2019,3,0,Young,Panipat,Haryana,,,No,14,No,funded,No,3,1,Accepted,40,0,0,1,No,No,0,0.3,10,1,2.5,deal made,10,,Yearly Only,3,0,0
1,Let'Stry,16,Food,https://www.letstryfoods.com/,2017,4,1,Middle,Delhi,Delhi,55,25,No,50,No,funded,No,2,1,Accepted,12,0,0,2,No,No,0,0.45,22.5,0.45,3.75,deal made,,0.03,Monthly Only,1,3,0
1,Indiahempandco,18,Food,https://www.indiahempandco.com/,2019,1,0,Middle,Bangalore,Karnataka,,,No,12,No,funded,No,4,1,Rejected,0,0,0,0,No,No,0,0.5,12.5,0,0,no deal,0.27,0.02,Both,0,1,0
1,Thestateplate,20,Food,https://thestateplate.com/,2020,2,0,Young,"Bangalore,Kolkata","Karnataka,West Bengal",34,,Yes,400,No,funded,No,2,1,Accepted,3,25,0,1,No,No,0,0.65,32.5,0.4,13.33,deal made,,0.4,Monthly Only,1,1,0
1,Get-A-Whey,21,Food,https://getawhey.in/,2018,2,0,Middle,Mumbai,Maharashtra,69,20,No,12,No,funded,No,8,1,Accepted,15,0,0,3,No,No,0,1,12.5,1,6.67,deal made,3.6,0.0025,Both,1,1,0
1,Namhyafoods,23,Food,https://namhyafoods.com/,2019,1,0,Young,Jammu,Jammu & Kashmir,,34,No,70,No,funded,No,5,1,Accepted,10,50,0,1,No,No,0,1,20,0.5,5,deal made,,0.16,Monthly Only,0,1,0
1,Modernmyth,23,Beauty/Fashion,https://www.modernmyth.in/,2019,2,0,Young,Delhi,Delhi,,,No,140,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,0.75,15,0,0,no deal,,0.14,Monthly Only,1,1,0
1,Pawsindia,25,Animal/Pets,https://pawsindia.com/,2016,1,0,Young,Mumbai,Maharashtra,,16,No,350,No,funded,No,4,1,Accepted,15,0,0,1,yes,No,0,0.5,12.5,0.5,3.33,deal made,3,0.2,Both,0,1,0
1,Rareplanet,26,Manufacturing,https://rareplanet.in/,2015,2,0,Middle,Kolkata,West Bengal,,10,No,6000,No,funded,No,1,1,Accepted,3,0,0,1,No,No,0,0.65,65,0.65,21.67,deal made,,0.12,Monthly Only,2,0,0
1,Thekacoffee,27,Food,https://thekacoffee.com/,2018,1,0,Young,Gandhinagar,Gujarat,,,No,12,No,funded,No,10,0,No Offer,0,0,0,0,No,No,0,0.5,5,0,0,no deal,1.8,0.04,Both,1,0,0
1,Pddfalcon,29,Manufacturing,https://falconproducts.co.in/,2018,2,1,Young,Gandhinagar,Gujarat,30,,No,300,No,funded,No,3,1,Rejected,0,0,0,0,No,No,0,0.75,25,0,0,no deal,2.42,,Yearly Only,1,1,0
3,Aretto,6,Manufacturing,https://wearetto.com/,2020,1,0,Middle,Pune,Maharashtra,57,,Yes,5,yes,funded,No,1,0,No Offer,0,0,0,0,No,No,0,0.8,80,0,0,no deal,7,0.6,Both,1,0,0
3,Gudgum,11,Food,https://gudgum.in/,2022,2,0,Young,Bangalore,Karnataka,,,No,9,No,funded,No,5,1,Accepted,10,0,0,4,No,yes,0,0.5,10,0.8,8,deal made,,,No Data,2,0,0
3,Nuvedo,13,Food,https://nuvedo.com/,2021,2,1,Middle,Bangalore,Karnataka,,,No,6,No,funded,No,3,0,No Offer,0,0,0,0,No,No,0,0.5,16.66666667,0,0,no deal,0.25,,Yearly Only,1,1,0
3,Decodeage,14,Medical/Health,https://decodeage.com/,2021,3,0,Middle,Bangalore,Karnataka,70,,Yes,10,No,funded,No,1.25,1,Accepted,2.25,0,0,1,No,yes,0,1,80,1,44.44444444,deal made,11,,Yearly Only,3,0,0
3,Urbanspace,17,Furnishing/Household,https://www.urbanspacestore.in/,,2,1,Middle,Ahmedabad,Gujarat,,,No,1200,No,funded,No,1,1,Rejected,0,0,0,0,No,No,0,1.8,180,0,0,no deal,20.5,8,Both,1,1,0
3,Cosmix,26,Medical/Health,https://cosmix.in/,2019,2,1,Middle,,,70,,No,25,No,yes,No,1,1,Accepted,1,0,0,1,No,yes,0,1,100,1,100,deal made,7.5,,Yearly Only,1,1,0
3,Eatverse,29,Food,https://eatverse.in/,2014,3,0,Middle,Kolkata,West Bengal,,,No,8,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,1,100,0,0,no deal,1.07,1.72,Both,3,0,0
3,Sorich,34,Food,https://sorichorganics.com/,,2,1,Middle,Delhi,Delhi,48,,Yes,67,No,yes,No,2.5,0,No Offer,0,0,0,0,No,No,0,0.9,36,0,0,no deal,7.06,0.55,Both,1,1,0
3,Goldenfeathers,37,Manufacturing,https://goldenfeather.co.in/,2019,3,0,Middle,Jaipur,Rajasthan,,,No,386,yes,funded,No,5,0,No Offer,0,0,0,0,No,No,0,5,100,0,0,no deal,1.5,,Yearly Only,2,1,0
3,Atoddlerthing,38,Beauty/Fashion,https://www.atoddlerthing.com/,2017,2,0,Middle,Coimbatore,Tamil Nadu,52,,Yes,28,No,funded,No,2,1,Accepted,2,40,0,1,No,yes,0,0.8,40,0.4,20,deal made,4.78,0.73,Both,1,1,0
3,Fit&Flex,40,Food,https://fitandflex.in/,2019,1,0,Middle,Ahmedabad,Gujarat,,8,No,35,No,yes,No,3,1,Rejected,0,0,0,0,No,No,0,1,33.33333333,0,0,no deal,4.6,,Yearly Only,1,0,0
3,Sukham,40,Medical/Health,https://www.sukham.life/,,4,1,Middle,Delhi,Delhi,,,Yes,1,No,funded,No,3.33,0,No Offer,0,0,0,0,No,No,0,1,30.03003003,0,0,no deal,0.47,0.21,Both,3,1,0
3,Firstbudorganics,48,Food,https://firstbud.in/,2017,2,0,Middle,Deoghar,Jharkhand,,,No,20,No,yes,No,7,1,Accepted,10,0,0,1,No,No,0,0.5,7.142857143,0.5,5,deal made,1.5,0.22,Both,1,1,0
4,Faebeauty,1,Beauty/Fashion,https://www.faebeauty.in/,,1,0,Middle,Mumbai,Maharashtra,,,No,50,No,funded,No,1,1,Accepted,1.5,0,0,2,No,No,0,1,100,1,66.66666667,deal made,10,,Yearly Only,0,1,0
4,Confect,1,Food,https://www.confect.in/,2018,1,0,Middle,Delhi,Delhi,,,No,800,No,funded,No,1,1,Accepted,2,0,0,1,yes,yes,0,1,100,1,50,deal made,,1.25,Monthly Only,0,1,0
4,Blfabric,2,Beauty/Fashion,https://blfabric.com/,2021,1,0,Middle,Surat,Gujarat,,10,No,250,No,funded,No,2,1,Accepted,5,0,0,2,yes,No,0,1,50,1,20,deal made,5.25,2.4,Both,1,0,0
4,Curveelectric,3,Technology/Software,https://www.curveelectric.com/,2023,2,0,Middle,Srinagar,Jammu & Kashmir,,,No,150,No,funded,No,5,0,No Offer,0,0,0,0,No,No,0,5,100,0,0,no deal,,,No Data,2,0,0
4,Personaltouchskincare,5,Beauty/Fashion,https://www.skincarepersonaltouch.com/,2022,2,0,Middle,Panipat,Haryana,,,No,38,No,funded,No,1,0,No Offer,0,0,0,0,No,No,0,1.2,120,0,0,no deal,12,,Yearly Only,1,1,0
4,Kiwikisanwindow,5,Furnishing/Household,https://kiwikisanwindow.com/,2017,2,1,Middle,Dehradun,Uttarakhand,,,No,250,No,funded,No,1,1,Accepted,10,0,0,1,No,No,0,0.5,50,2.5,25,deal made,5.06,,Yearly Only,1,1,0
4,Tripolegear,6,Sports,https://tripole.in/,2017,1,0,Middle,Delhi,Delhi,47,,No,250,No,yes,No,1,1,Accepted,1.15,25,9,1,No,No,0,1,100,0.75,65.2173913,deal made,14.2,1.6,Both,1,0,0
4,Misscheesecake,6,Food,,2024,2,0,Young,Jodhpur,Rajasthan,50,35,No,6,No,funded,No,5,1,Rejected,0,0,0,0,No,No,0,0.3,6,0,0,no deal,,8.5,Monthly Only,1,1,0
